time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw
141.07999999999998,817.1390381,-0.947784689,-1.517412797,10.59795518,825.0,-3.457462788,4.506276608,2.003008842
141.13,817.1390381,-0.44517155,-0.94299778,9.516140699,825.0,-3.477170229,1.129920721,0.490865767
141.17999999999998,813.9579468,-0.057441493,-2.345527691,10.14320996,825.0,-2.688874483,-2.963890791,-0.141368687
141.23,813.9579468,-1.866848511,-2.939089757,9.884723902,825.0,-1.79618299,-6.57673502,0.161166415
141.28199999999998,813.9579468,0.516973463,-3.666682053,6.438233805,825.0,-1.627338529,-7.392727375,0.049313642
141.32999999999998,810.8106079,1.464758116,-2.13012206,3.810285515,825.0,-1.772214532,-7.338931561,0.054107334
141.38,807.2988892,1.110535493,-1.158403412,-0.105309398,825.0,-1.818553567,-5.055537224,0.738007128
141.428,807.2988892,1.493478838,-3.283738708,-0.852048853,825.0,-1.869686246,-3.67921567,1.086348534
141.48299999999998,804.3944702,1.359448609,-3.058759552,-3.417768937,825.0,-1.926677823,-2.556959629,1.362252116
141.541,804.3944702,1.488692075,-3.590093267,-3.685829103,825.0,-1.926677823,-1.286631703,1.664254546
141.582,801.8529053,1.584427911,-2.752404702,-4.973475981,825.0,-2.16369915,-0.652266741,1.829370499
141.63,801.8529053,-0.138816946,-1.694524181,-6.055290461,825.0,-2.248920441,-1.379842281,1.877840042
141.67999999999998,799.9491577,2.843353921,-1.584427911,-9.631023586,825.0,-2.322956324,-2.063742161,2.113263607
141.73299999999998,799.9491577,-7.53440901,-1.335514796,-6.376005745,825.0,-2.956255913,-4.492545128,1.396340489
141.79,799.9491577,-8.013088775,1.359448609,-5.241536438,825.0,-3.133089781,-6.085115433,1.331892014
141.833,798.7400513,-16.2703023,0.732379058,5.365992558,825.0,-2.693668365,-9.742700577,2.423255682
141.879,797.9796753,-13.35993428,-11.42128243,37.76299515,825.0,2.72373414,-17.4525528,-0.197827712
141.932,797.9796753,-13.35993428,-11.42128243,37.76299515,825.0,2.72373414,-17.4525528,-0.197827712
141.98299999999998,797.9796753,1.641869208,-7.965220273,21.99530482,825.0,2.606022358,-17.4525528,-1.478275537
142.035,797.3599243,9.750693381,-1.560493952,-1.36902228,825.0,1.795889258,-2.811557055,1.727102637
142.10999999999999,797.3599243,7.97479409,-1.560493952,2.594440806,802.0,1.655807018,4.004537582,3.521540642
142.13299999999998,796.1204224,-0.019147164,-8.089676392,14.71459613,802.0,-1.013745785,12.95222664,5.598806381
142.182,794.4717407,-6.251549041,-5.940408158,14.02529764,802.0,-3.423906565,13.97860909,4.344990253
142.23,794.4717407,-5.150587511,-4.121426982,6.562690508,802.0,-3.954408407,9.028325081,0.271951377
142.28099999999998,793.2316895,-4.552238244,-5.174520886,3.403408211,802.0,-3.046802998,5.465014935,-0.958429098
142.332,793.2316895,-4.853806478,-4.571385586,1.493478838,802.0,-0.545029461,-0.333752006,-1.736604691
142.38299999999998,789.4822388,-0.928637493,-7.19454726,4.499583709,802.0,1.336227655,-4.127158642,-1.839402795
